Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
DOGE,2021-06-17,0.3042037865,0.3077863041,0.3141868446,0.3025003698
DOGE,2021-06-18,0.2927498052,0.3062668688,0.3077276992,0.2799528284
DOGE,2021-06-19,0.2880697542,0.2935468014,0.2979224198,0.2863547587
DOGE,2021-06-20,0.2804987976,0.2859123643,0.2897842094,0.2557122488
DOGE,2021-06-21,0.1825667836,0.2805589459,0.2812992734,0.1815898732
DOGE,2021-06-22,0.1890369848,0.1787090393,0.2168291562,0.165967914
DOGE,2021-06-23,0.235911234,0.1908766438,0.2485586368,0.180684391
DOGE,2021-06-24,0.2624699903,0.2348439683,0.2692112447,0.2221722593
DOGE,2021-06-25,0.2368126604,0.2637576137,0.2880082314,0.2289806827
DOGE,2021-06-26,0.2414281431,0.2375927508,0.255353777,0.23091226
DOGE,2021-06-27,0.2522313352,0.2457681458,0.254175286,0.2405067647
DOGE,2021-06-28,0.2569382015,0.2646075148,0.2671035326,0.250573058
DOGE,2021-06-29,0.2638638384,0.2570750241,0.2756499091,0.252584736
DOGE,2021-06-30,0.2518183412,0.2634532022,0.2638305195,0.2378735969
